"message_id","message","message_utc","from_id","date","time"
"561937","Na cara dura","2022-10-23 02:44:46","1412687942.0","2022-10-23","02:44:46"
"561987","kkkkkkkkk","2022-10-23 02:49:14","1316957083.0","2022-10-23","02:49:14"
"561995","Ne kkkk","2022-10-23 02:50:01","5752643616.0","2022-10-23","02:50:01"
"562611","JAMAIS NEVER","2022-10-23 16:48:50","5752643616.0","2022-10-23","16:48:50"
"562741","Isso","2022-10-23 17:05:00","953936364.0","2022-10-23","17:05:00"
"562802","sim","2022-10-23 17:12:02","1328638661.0","2022-10-23","17:12:02"
"563201","Vdd","2022-10-23 18:08:59","1998598133.0","2022-10-23","18:08:59"
"563253","HAHAHAHAHA","2022-10-23 18:14:50","5752643616.0","2022-10-23","18:14:50"
"563718","Kkkkkkkk","2022-10-23 19:09:57","888707800.0","2022-10-23","19:09:57"
"563905","Degenerado","2022-10-23 19:39:04","5225058818.0","2022-10-23","19:39:04"
"564116","tamo lascado","2022-10-23 20:16:28","1316957083.0","2022-10-23","20:16:28"
"564561","21h30","2022-10-23 22:59:47","5752643616.0","2022-10-23","22:59:47"
"561803","Caraí kkk","2022-10-23 02:28:15","5752643616.0","2022-10-23","02:28:15"
"561851","sim seu ze","2022-10-23 02:33:25","981315882.0","2022-10-23","02:33:25"
"561625","também","2022-10-23 01:51:05","2141358152.0","2022-10-23","01:51:05"
"561626","Ue","2022-10-23 01:51:09","5752643616.0","2022-10-23","01:51:09"
"561659","🤷","2022-10-23 01:58:27","2141358152.0","2022-10-23","01:58:27"
"561540","Sudeste será o fiel da balança no 2° turno","2022-10-23 00:01:05","887373151.0","2022-10-23","00:01:05"
"561541","Infelizmente, não estou generalizando, parece igual aos Democratas nos Estados Unidos...Acabaram com a Califórnia,e agora estão indo para o Texas Republicano votar em Democratas...Muitos Nordestinos vem para SP ,fugindo dos governos de esquerda do Nordeste para votar em SP em Partido de Esquerda...","2022-10-23 00:02:04","5291086384.0","2022-10-23","00:02:04"
"561542","O ator Jeff Goldblum, astro de Jurassic Park também declarou apoio ao biroliro😂😂😂😂","2022-10-23 00:03:10","953936364.0","2022-10-23","00:03:10"
"561543","Penso assim tbem...Nordeste e meio caso.perdido..A região norte poderia ajudar..","2022-10-23 00:03:39","5291086384.0","2022-10-23","00:03:39"
