"message_id","message","message_utc","from_id","date","time"
"5269","VACCINES, EUGENICS; DISEASE PROGRAMMING (POLIO; POPULATION CONTROL) ALAN WATT; DR. SUZANNE HUMPHRIES","2022-12-29 18:59:23","1623367056","2022-12-29","18:59:23"
