,ID,quantidade_mensagens,date,active_users
453,-1001389233306,21,2022-12-18,10
454,-1001389233306,17,2022-12-23,12
455,-1001389233306,19,2022-12-24,9
456,-1001389426089,20,2022-12-25,17
457,-1001392633171,20,2022-10-04,8
458,-1001392633171,7,2022-10-25,3
459,-1001392633171,6,2022-10-26,5
460,-1001399016297,12,2022-09-27,10
461,-1001399016297,22,2022-11-15,12
462,-1001399016297,21,2022-11-16,9
463,-1001399016297,24,2022-11-17,9
464,-1001399016297,23,2022-11-28,8
465,-1001399016297,20,2022-12-01,11
466,-1001399016297,18,2022-12-14,6
467,-1001399016297,20,2022-12-19,3
468,-1001399016297,20,2022-12-28,6
469,-1001399016297,23,2023-01-10,12
470,-1001399016297,17,2023-01-13,11
471,-1001399016297,18,2023-01-14,10
472,-1001399100023,23,2023-01-10,9
473,-1001399100023,24,2023-01-11,11
474,-1001407269480,16,2022-10-25,11
475,-1001407269480,19,2022-10-30,11
476,-1001407269480,21,2022-11-05,9
477,-1001407269480,22,2022-11-06,11
478,-1001407269480,21,2022-11-07,8
479,-1001407269480,22,2022-11-09,8
480,-1001407269480,22,2022-11-14,8
481,-1001407269480,22,2022-11-15,5
482,-1001407269480,19,2022-11-18,8
483,-1001407269480,20,2022-11-19,9
484,-1001407269480,21,2022-11-20,5
485,-1001407269480,21,2022-11-23,12
486,-1001407269480,24,2022-11-26,9
487,-1001407269480,21,2022-11-28,11
488,-1001407269480,16,2022-12-09,8
489,-1001407269480,18,2022-12-10,11
490,-1001407269480,17,2022-12-30,10
491,-1001407269480,17,2023-01-11,7
492,-1001407793951,22,2022-10-26,11
493,-1001407793951,24,2022-10-28,14
494,-1001407793951,22,2022-10-29,11
495,-1001407793951,24,2022-11-05,10
496,-1001407793951,23,2022-11-14,11
497,-1001410756924,20,2023-01-08,15
498,-1001410809166,22,2022-11-25,7
499,-1001410809166,19,2022-11-27,8
500,-1001410809166,23,2022-12-14,9
501,-1001410809166,22,2022-12-17,6
502,-1001410809166,18,2022-12-29,11
503,-1001412711321,23,2022-11-04,11
504,-1001412711321,17,2022-11-13,8
505,-1001412711321,19,2022-11-21,11
506,-1001412711321,23,2022-12-01,8
507,-1001412711321,22,2022-12-05,5
508,-1001412711321,23,2022-12-08,3
509,-1001412711321,23,2022-12-12,7
510,-1001412711321,24,2023-01-08,7
511,-1001417100490,21,2022-10-31,2
512,-1001417100490,23,2023-01-08,1
513,-1001418127419,23,2022-10-01,18
514,-1001418127419,24,2022-10-06,16
515,-1001418127419,22,2022-10-09,11
516,-1001418127419,18,2022-10-10,10
517,-1001418127419,22,2022-10-11,13
518,-1001418127419,22,2022-10-15,11
519,-1001418127419,19,2022-10-16,16
520,-1001418127419,19,2022-10-17,13
521,-1001418127419,19,2022-10-18,16
522,-1001418127419,11,2022-10-19,13
523,-1001418127419,22,2022-10-20,15
524,-1001418127419,18,2022-10-21,14
525,-1001418127419,23,2022-10-23,18
526,-1001418127419,20,2022-10-24,13
527,-1001418127419,24,2022-10-25,17
528,-1001418127419,10,2022-10-26,10
529,-1001418127419,11,2022-10-27,12
530,-1001418127419,12,2022-10-29,14
531,-1001418127419,19,2022-10-30,11
532,-1001418127419,19,2022-11-15,13
533,-1001418127419,24,2022-11-17,11
534,-1001418127419,24,2022-12-02,12
535,-1001418165557,20,2023-01-05,11
536,-1001418165557,23,2023-01-06,11
537,-1001418165557,23,2023-01-07,11
538,-1001421704570,24,2022-10-16,11
539,-1001421704570,24,2023-01-14,9
540,-1001438121370,24,2022-12-09,9
541,-1001438121370,15,2022-12-21,7
542,-1001438121370,20,2022-12-22,7
543,-1001438121370,14,2022-12-23,9
544,-1001438121370,20,2022-12-24,6
545,-1001438121370,19,2022-12-27,11
546,-1001438121370,21,2022-12-31,10
547,-1001438121370,18,2023-01-12,21
548,-1001441825416,24,2022-10-08,0
549,-1001441825416,22,2022-11-02,0
550,-1001441825416,24,2022-12-06,0
551,-1001445542540,22,2023-01-09,17
552,-1001445691020,24,2022-09-26,7
553,-1001445691020,24,2022-12-08,7
554,-1001445691020,22,2022-12-12,6
555,-1001445691020,24,2022-12-14,4
556,-1001445691020,21,2022-12-26,4
557,-1001445691020,24,2023-01-07,5
558,-1001453746753,23,2022-11-05,20
559,-1001453746753,24,2022-11-19,17
560,-1001455471658,24,2022-09-25,9
561,-1001465894336,20,2022-11-04,1
562,-1001465894336,20,2022-11-23,0
563,-1001465894336,17,2022-12-23,0
564,-1001465894336,19,2022-12-27,0
565,-1001468312899,24,2022-09-26,3
566,-1001468312899,20,2022-09-27,2
567,-1001468312899,17,2022-09-28,4
568,-1001468312899,14,2022-10-03,3
569,-1001468312899,21,2022-10-09,2
570,-1001468312899,15,2022-10-12,2
571,-1001468312899,15,2022-10-18,2
572,-1001468312899,11,2022-10-21,1
573,-1001468312899,17,2022-10-25,2
574,-1001468312899,20,2022-10-28,4
575,-1001468312899,23,2022-10-30,4
576,-1001468312899,23,2022-11-13,7
577,-1001468312899,20,2022-11-18,4
578,-1001468312899,21,2022-11-20,8
579,-1001468312899,22,2022-12-02,5
580,-1001468312899,21,2022-12-12,4
581,-1001468312899,20,2022-12-23,4
582,-1001468312899,19,2023-01-03,3
583,-1001468312899,23,2023-01-10,6
584,-1001468312899,18,2023-01-12,4
585,-1001468312899,23,2023-01-14,2
586,-1001470883537,22,2023-01-06,10
587,-1001470883537,22,2023-01-14,5
588,-1001481305285,24,2022-12-21,9
589,-1001481899435,12,2022-09-25,6
590,-1001481899435,11,2022-09-26,8
591,-1001481899435,18,2022-09-30,6
592,-1001481899435,16,2022-10-02,5
593,-1001481899435,12,2022-10-03,8
594,-1001481899435,11,2022-10-06,7
595,-1001485359482,23,2022-12-10,25
596,-1001486521307,18,2022-11-04,1
597,-1001486521307,21,2022-11-11,1
598,-1001486521307,23,2022-11-22,1
599,-1001486521307,23,2022-11-26,1
600,-1001486521307,20,2022-12-13,1
601,-1001486521307,19,2022-12-16,1
602,-1001486521307,18,2022-12-19,1
603,-1001486521307,17,2022-12-20,1
604,-1001486521307,19,2022-12-22,1
605,-1001486786150,22,2022-10-04,2
606,-1001486786150,22,2022-10-07,2
607,-1001486786150,21,2022-10-09,2
608,-1001486786150,24,2022-10-19,4
609,-1001486786150,21,2022-10-26,4
610,-1001486786150,21,2022-11-08,2
611,-1001486786150,24,2022-11-11,4
612,-1001486786150,22,2022-11-18,4
613,-1001486786150,19,2022-11-19,3
614,-1001486786150,23,2022-12-02,4
615,-1001506062510,13,2022-10-27,6
616,-1001506062510,16,2022-10-30,7
617,-1001506062510,15,2022-11-01,8
618,-1001514046531,20,2023-01-01,2
619,-1001514046531,19,2023-01-02,2
620,-1001514046531,21,2023-01-03,2
621,-1001515685536,23,2022-09-26,7
622,-1001515685536,14,2022-09-28,7
623,-1001515685536,14,2022-09-29,9
624,-1001515685536,18,2022-10-04,9
625,-1001515685536,14,2022-10-06,7
626,-1001515685536,15,2022-10-15,10
627,-1001515685536,14,2022-10-19,7
628,-1001515685536,18,2022-10-20,10
629,-1001515685536,24,2022-11-02,13
630,-1001515685536,18,2022-12-09,7
631,-1001515685536,19,2022-12-11,6
632,-1001515685536,22,2023-01-02,8
633,-1001515685536,18,2023-01-03,7
634,-1001517274914,23,2022-11-17,10
635,-1001517274914,22,2022-11-19,9
636,-1001517274914,23,2022-11-21,6
637,-1001517274914,21,2022-11-27,2
638,-1001517274914,17,2022-11-28,5
639,-1001517274914,22,2022-12-07,2
640,-1001517274914,21,2022-12-12,7
641,-1001517274914,23,2022-12-20,8
642,-1001517274914,22,2023-01-05,7
643,-1001523917439,23,2022-10-09,0
644,-1001531514291,22,2022-12-02,9
645,-1001533966146,24,2022-11-08,8
646,-1001533966146,24,2022-11-19,7
647,-1001541311858,24,2023-01-02,12
648,-1001541311858,23,2023-01-05,14
649,-1001541311858,24,2023-01-13,10
650,-1001541526657,21,2022-10-01,9
651,-1001541526657,23,2022-10-08,12
652,-1001541526657,23,2022-10-23,16
653,-1001541526657,24,2022-10-29,16
654,-1001541526657,19,2022-11-18,20
655,-1001541526657,23,2022-12-18,22
656,-1001541526657,24,2022-12-21,22
657,-1001541526657,21,2022-12-22,28
658,-1001546795800,22,2022-11-07,2
659,-1001555717823,18,2022-12-31,17
660,-1001556822086,18,2022-10-05,16
661,-1001556822086,8,2022-10-07,12
662,-1001556822086,24,2022-10-08,15
663,-1001556822086,10,2022-10-09,13
664,-1001556822086,15,2022-10-10,14
665,-1001556822086,12,2022-10-11,17
666,-1001556822086,17,2022-10-12,17
667,-1001556822086,11,2022-10-13,17
668,-1001556822086,17,2022-10-14,17
669,-1001556822086,12,2022-10-15,16
670,-1001556822086,18,2022-10-16,17
671,-1001556822086,17,2022-10-17,14
672,-1001556822086,18,2022-10-18,13
673,-1001556822086,21,2022-10-20,18
674,-1001556822086,22,2022-10-21,16
675,-1001556822086,22,2022-10-22,19
676,-1001556822086,16,2022-10-24,17
677,-1001556822086,9,2022-10-25,16
678,-1001556822086,17,2022-10-26,19
679,-1001556822086,16,2022-10-29,14
680,-1001556822086,18,2022-10-30,15
681,-1001556822086,12,2022-10-31,14
682,-1001556822086,24,2022-11-01,22
683,-1001556822086,21,2022-11-02,18
684,-1001556822086,24,2022-11-03,18
685,-1001556822086,15,2022-11-16,10
686,-1001556822086,22,2022-11-17,17
687,-1001556822086,12,2022-11-18,15
688,-1001556822086,21,2022-11-21,17
689,-1001556822086,24,2022-11-22,16
690,-1001556822086,22,2022-11-23,14
691,-1001556822086,19,2022-11-25,14
692,-1001556822086,15,2022-11-26,13
693,-1001556822086,17,2022-11-27,12
694,-1001556822086,12,2022-11-30,12
695,-1001556822086,16,2022-12-01,13
696,-1001556822086,18,2022-12-03,10
