,ID,quantidade_mensagens,date,active_users
697,-1001556822086,17,2022-12-08,14
698,-1001556822086,20,2022-12-10,12
699,-1001556822086,22,2022-12-11,8
700,-1001556822086,24,2022-12-12,9
701,-1001556822086,17,2022-12-13,11
702,-1001556822086,23,2022-12-18,15
703,-1001556822086,19,2022-12-19,8
704,-1001556822086,16,2022-12-20,6
705,-1001556822086,10,2022-12-22,7
706,-1001556822086,15,2022-12-24,7
707,-1001556822086,12,2022-12-26,9
708,-1001556822086,17,2022-12-27,10
709,-1001556822086,21,2022-12-29,10
710,-1001556822086,13,2022-12-30,11
711,-1001556822086,11,2022-12-31,11
712,-1001556822086,18,2023-01-02,12
713,-1001556822086,15,2023-01-05,13
714,-1001556822086,16,2023-01-06,11
715,-1001556822086,15,2023-01-13,14
716,-1001556822086,20,2023-01-14,13
717,-1001556822086,16,2023-01-15,10
718,-1001559599947,23,2023-01-11,13
719,-1001559599947,24,2023-01-15,14
720,-1001560438016,24,2022-09-25,18
721,-1001560438016,24,2022-11-20,17
722,-1001560438016,21,2023-01-07,16
723,-1001560438016,20,2023-01-15,16
724,-1001561440607,6,2022-11-03,2
725,-1001561440607,3,2022-11-05,2
726,-1001561440607,15,2022-11-07,3
727,-1001561440607,6,2022-11-08,2
728,-1001561440607,15,2022-11-09,3
729,-1001561440607,10,2022-11-11,3
730,-1001561440607,17,2022-11-12,3
731,-1001561440607,17,2022-11-13,3
732,-1001561440607,18,2022-11-14,3
733,-1001561440607,14,2022-11-15,2
734,-1001561440607,14,2022-11-16,2
735,-1001561440607,9,2022-11-17,2
736,-1001561440607,10,2022-11-18,2
737,-1001561440607,7,2022-11-19,2
738,-1001561440607,11,2022-11-20,2
739,-1001561440607,10,2022-11-21,2
740,-1001561440607,9,2022-11-22,2
741,-1001561440607,14,2022-11-23,3
742,-1001561440607,18,2022-11-24,3
743,-1001561440607,18,2022-11-25,2
744,-1001561440607,15,2022-11-26,2
745,-1001561440607,21,2022-11-27,3
746,-1001561440607,19,2022-11-28,2
747,-1001561440607,7,2022-11-29,3
748,-1001561440607,19,2022-12-01,3
749,-1001561440607,20,2022-12-04,2
750,-1001561440607,16,2022-12-05,2
751,-1001561440607,12,2022-12-06,2
752,-1001561440607,20,2022-12-10,1
753,-1001561789589,20,2022-11-20,3
754,-1001581501114,20,2022-09-27,11
755,-1001581501114,17,2022-09-28,8
756,-1001581501114,19,2022-09-29,8
757,-1001581501114,9,2022-10-01,6
758,-1001581501114,19,2022-10-02,8
759,-1001581501114,20,2022-10-03,10
760,-1001581501114,22,2022-10-04,10
761,-1001581501114,24,2022-10-06,13
762,-1001581501114,17,2022-10-09,8
763,-1001581501114,24,2022-10-10,5
764,-1001581501114,19,2022-10-11,9
765,-1001581501114,22,2022-10-15,7
766,-1001581501114,15,2022-10-16,7
767,-1001581501114,7,2022-10-17,5
768,-1001581501114,11,2022-10-18,6
769,-1001581501114,16,2022-10-20,8
770,-1001581501114,10,2022-10-21,5
771,-1001581501114,11,2022-10-22,6
772,-1001581501114,20,2022-10-25,6
773,-1001581501114,21,2022-10-26,8
774,-1001581501114,22,2022-10-27,7
775,-1001581501114,12,2022-10-28,8
776,-1001581501114,22,2022-10-29,8
777,-1001581501114,17,2022-10-31,10
778,-1001581501114,24,2022-11-01,9
779,-1001581501114,24,2022-11-02,10
780,-1001581501114,9,2022-11-07,4
781,-1001581501114,16,2022-11-08,7
782,-1001581501114,8,2022-11-09,4
783,-1001581501114,1,2022-11-18,5
784,-1001581501114,13,2022-12-12,3
785,-1001581501114,16,2022-12-15,4
786,-1001581501114,8,2022-12-17,2
787,-1001581501114,7,2022-12-23,2
788,-1001581501114,9,2022-12-24,3
789,-1001581501114,18,2022-12-26,6
790,-1001581501114,10,2022-12-29,5
791,-1001581501114,14,2022-12-31,4
792,-1001581501114,15,2023-01-02,3
793,-1001581501114,12,2023-01-04,4
794,-1001581501114,23,2023-01-05,5
795,-1001581501114,13,2023-01-07,7
796,-1001581501114,22,2023-01-10,3
797,-1001581501114,21,2023-01-12,4
798,-1001581501114,15,2023-01-14,3
799,-1001589137324,15,2022-10-09,11
800,-1001589137324,17,2022-10-12,13
801,-1001589137324,23,2022-10-14,16
802,-1001589137324,24,2022-10-15,14
803,-1001589137324,15,2022-10-20,10
804,-1001589137324,16,2022-10-21,10
805,-1001589137324,6,2022-10-22,6
806,-1001589137324,14,2022-10-24,10
807,-1001589137324,18,2022-10-29,9
808,-1001589137324,18,2022-11-07,13
809,-1001589137324,19,2022-12-03,8
810,-1001589137324,24,2022-12-04,7
811,-1001589137324,23,2022-12-14,10
812,-1001589137324,19,2022-12-30,11
813,-1001593538776,15,2022-09-25,1
814,-1001593538776,24,2022-09-27,1
815,-1001593538776,23,2022-10-01,1
816,-1001593538776,17,2022-10-05,1
817,-1001593538776,16,2022-10-06,1
818,-1001593538776,23,2022-10-07,1
819,-1001593538776,20,2022-10-08,1
820,-1001593538776,19,2022-10-09,1
821,-1001593538776,18,2022-10-10,1
822,-1001593538776,17,2022-10-11,1
823,-1001593538776,9,2022-10-12,1
824,-1001593538776,12,2022-10-13,1
825,-1001593538776,23,2022-10-14,1
826,-1001593538776,11,2022-10-16,1
827,-1001593538776,15,2022-10-18,1
828,-1001593538776,11,2022-10-19,1
829,-1001593538776,22,2022-10-20,1
830,-1001593538776,6,2022-10-27,1
831,-1001593538776,20,2022-10-28,1
832,-1001593538776,14,2022-10-29,1
833,-1001593538776,23,2022-10-30,1
834,-1001593538776,19,2022-11-02,1
835,-1001593538776,16,2022-11-03,1
836,-1001593538776,18,2022-11-06,1
837,-1001593538776,15,2022-11-10,1
838,-1001593538776,8,2022-11-15,1
839,-1001593538776,24,2022-11-20,1
840,-1001593538776,14,2022-11-23,1
841,-1001593538776,24,2022-11-24,1
842,-1001593538776,23,2022-11-28,1
843,-1001593538776,15,2022-11-29,1
844,-1001593538776,15,2022-11-30,1
845,-1001593538776,23,2022-12-01,1
846,-1001593538776,24,2022-12-06,1
847,-1001593538776,21,2022-12-07,1
848,-1001593538776,22,2022-12-08,1
849,-1001593538776,18,2022-12-11,1
850,-1001593538776,16,2022-12-14,1
851,-1001593538776,16,2022-12-18,1
852,-1001593538776,24,2022-12-23,1
853,-1001593538776,20,2022-12-24,1
854,-1001593538776,14,2023-01-10,1
855,-1001593538776,20,2023-01-11,1
856,-1001593538776,8,2023-01-14,1
857,-1001593538776,21,2023-01-15,1
858,-1001594386143,19,2022-12-07,19
859,-1001594386143,16,2022-12-09,15
860,-1001594386143,23,2022-12-10,16
861,-1001594386143,19,2022-12-14,19
862,-1001594386143,19,2022-12-15,18
863,-1001594386143,24,2022-12-16,17
864,-1001594386143,19,2022-12-18,14
865,-1001594386143,21,2022-12-22,15
866,-1001594386143,24,2022-12-24,15
867,-1001594386143,14,2022-12-25,13
868,-1001594386143,23,2022-12-27,12
869,-1001594386143,24,2023-01-06,13
870,-1001594386143,23,2023-01-10,17
871,-1001594386143,23,2023-01-12,12
872,-1001594386143,14,2023-01-13,11
873,-1001594386143,21,2023-01-15,13
874,-1001596060159,17,2022-10-25,10
875,-1001596060159,21,2022-11-04,14
876,-1001596060159,16,2022-11-10,14
877,-1001596060159,23,2022-12-30,12
878,-1001596060159,22,2023-01-03,9
879,-1001596060159,24,2023-01-07,10
880,-1001596060159,21,2023-01-15,11
881,-1001597908116,21,2022-09-25,25
882,-1001597908116,20,2022-09-28,15
883,-1001597908116,21,2022-10-01,21
884,-1001597908116,21,2022-10-07,21
885,-1001597908116,21,2022-10-08,15
886,-1001597908116,18,2022-10-09,14
887,-1001597908116,23,2022-10-14,16
888,-1001597908116,11,2022-10-19,20
889,-1001597908116,19,2022-10-21,21
890,-1001597908116,21,2022-10-22,18
891,-1001597908116,22,2022-10-23,21
892,-1001597908116,24,2022-10-25,13
893,-1001597908116,21,2022-10-27,18
894,-1001597908116,22,2022-10-28,17
895,-1001597908116,17,2022-10-29,12
896,-1001597908116,21,2022-12-15,17
897,-1001597908116,17,2022-12-18,17
898,-1001597908116,23,2022-12-19,22
899,-1001597908116,24,2022-12-22,21
900,-1001597908116,24,2022-12-27,23
901,-1001597908116,19,2022-12-28,21
902,-1001597908116,21,2022-12-30,20
903,-1001597908116,22,2022-12-31,17
904,-1001597908116,20,2023-01-11,21
905,-1001613971959,5,2022-12-11,2
906,-1001613971959,5,2022-12-12,2
907,-1001619037837,15,2022-10-08,11
908,-1001619037837,15,2022-10-11,11
909,-1001619037837,18,2022-10-12,11
910,-1001619037837,19,2022-10-15,9
911,-1001619037837,16,2022-10-26,10
912,-1001619037837,19,2022-10-31,10
913,-1001619037837,24,2022-11-19,9
914,-1001619037837,23,2022-11-22,9
915,-1001619037837,22,2022-11-25,10
916,-1001619037837,18,2022-11-28,10
917,-1001652897844,20,2022-09-26,4
918,-1001652897844,18,2022-11-15,22
919,-1001652897844,23,2023-01-09,15
920,-1001662996930,20,2022-11-24,2
921,-1001662996930,21,2022-12-12,2
922,-1001663318469,24,2022-12-20,5
923,-1001663318469,23,2022-12-30,4
924,-1001663621591,23,2023-01-02,1
925,-1001670661905,24,2022-11-07,16
926,-1001675598108,24,2023-01-08,7
927,-1001675598108,23,2023-01-12,16
928,-1001681627862,20,2022-11-30,15
929,-1001681627862,20,2022-12-05,10
930,-1001681627862,23,2022-12-06,8
931,-1001681627862,23,2022-12-07,11
932,-1001681627862,21,2022-12-09,12
933,-1001681627862,17,2022-12-21,11
934,-1001681627862,24,2023-01-03,17
935,-1001681627862,20,2023-01-05,15
936,-1001681627862,17,2023-01-07,10
937,-1001681627862,23,2023-01-08,14
938,-1001681627862,18,2023-01-14,13
939,-1001687334051,24,2022-10-26,6
940,-1001687334051,23,2022-10-28,6
941,-1001688965636,22,2022-10-23,8
942,-1001688965636,22,2022-11-08,10
943,-1001688965636,22,2022-11-11,6
944,-1001688965636,22,2022-11-12,6
945,-1001688965636,11,2022-12-20,3
946,-1001695364508,23,2022-11-13,2
947,-1001695364508,21,2022-11-16,2
948,-1001695412517,23,2022-09-27,1
949,-1001695412517,23,2022-10-01,1
950,-1001695412517,18,2022-10-17,1
951,-1001695412517,19,2022-10-19,1
952,-1001695412517,19,2022-10-25,8
953,-1001695412517,20,2022-10-26,6
954,-1001695412517,16,2022-10-27,8
955,-1001695412517,17,2022-10-29,7
956,-1001695412517,23,2022-10-31,11
957,-1001695412517,15,2022-11-01,8
958,-1001695412517,22,2022-11-06,1
959,-1001702019004,21,2022-12-16,16
960,-1001702019004,24,2022-12-18,16
961,-1001703713007,15,2022-11-21,0
962,-1001719132464,22,2022-12-22,10
963,-1001730230818,23,2022-11-16,3
964,-1001731901584,24,2022-09-26,9
965,-1001731901584,5,2022-09-30,7
966,-1001731901584,9,2022-10-03,6
967,-1001731901584,19,2022-10-04,7
968,-1001731901584,22,2022-10-11,11
969,-1001731901584,24,2022-10-14,16
970,-1001731901584,22,2022-10-15,17
971,-1001731901584,20,2022-10-17,15
972,-1001731901584,22,2022-10-18,15
973,-1001731901584,24,2022-10-19,20
974,-1001731901584,23,2022-10-20,21
975,-1001731901584,12,2022-10-24,16
976,-1001731901584,19,2022-10-25,16
977,-1001731901584,13,2022-10-26,13
978,-1001731901584,17,2022-10-30,20
979,-1001731901584,21,2022-11-08,14
980,-1001731901584,10,2022-11-09,8
981,-1001731901584,22,2023-01-09,9
982,-1001734092533,24,2023-01-09,13
983,-1001734135638,9,2022-10-15,7
984,-1001734135638,14,2022-10-21,7
985,-1001734135638,8,2022-10-23,5
986,-1001734135638,15,2022-10-25,8
987,-1001750200405,23,2022-10-01,12
988,-1001750200405,20,2022-10-07,9
989,-1001750200405,20,2022-10-12,8
990,-1001750200405,24,2022-10-18,12
991,-1001750200405,22,2022-10-23,8
992,-1001750200405,24,2022-10-28,9
993,-1001750200405,21,2022-10-29,6
994,-1001750200405,24,2022-11-18,17
995,-1001750200405,21,2022-11-25,14
996,-1001750200405,22,2022-12-12,10
997,-1001759553593,19,2022-09-25,4
998,-1001759553593,22,2022-09-26,6
999,-1001759553593,24,2022-09-28,7
1000,-1001759553593,24,2022-09-29,4
1001,-1001759553593,23,2022-10-02,5
1002,-1001759553593,24,2022-10-05,9
1003,-1001759553593,19,2022-10-07,7
1004,-1001759553593,23,2022-10-16,9
1005,-1001759553593,23,2022-10-19,7
1006,-1001759553593,18,2022-10-26,9
1007,-1001759553593,24,2022-10-29,8
1008,-1001759553593,22,2022-10-31,11
1009,-1001759553593,23,2022-11-20,5
1010,-1001759553593,21,2022-11-23,4
1011,-1001759553593,14,2022-11-24,3
1012,-1001759553593,21,2022-11-26,6
1013,-1001759553593,18,2022-12-01,6
1014,-1001759553593,20,2022-12-27,5
1015,-1001759553593,16,2022-12-30,5
1016,-1001759553593,22,2022-12-31,5
1017,-1001759553593,23,2023-01-09,7
1018,-1001759553593,13,2023-01-10,4
1019,-1001759553593,18,2023-01-13,8
1020,-1001774822737,21,2022-09-25,1
1021,-1001774822737,22,2022-09-26,1
1022,-1001774822737,23,2022-09-30,1
1023,-1001774822737,20,2022-10-13,1
1024,-1001774822737,21,2022-10-19,1
1025,-1001774822737,16,2022-10-22,1
1026,-1001774822737,22,2022-10-23,1
1027,-1001774822737,24,2022-11-11,1
1028,-1001774822737,13,2022-11-12,1
1029,-1001774822737,16,2022-11-21,1
1030,-1001774822737,21,2022-11-24,1
1031,-1001774822737,17,2022-11-27,1
1032,-1001774822737,16,2022-12-04,1
1033,-1001790960270,24,2022-11-18,5
1034,-1001790960270,22,2022-11-22,5
1035,-1001790960270,18,2022-11-26,5
1036,-1001790960270,20,2022-11-27,3
1037,-1001790960270,24,2022-12-11,6
1038,-1001790960270,23,2023-01-05,6
1039,-1001790960270,23,2023-01-14,10
1040,-1001796043536,22,2022-09-29,12
1041,-1001796043536,22,2022-10-28,13
1042,-1001796043536,22,2022-12-23,17
1043,-1001796043536,20,2022-12-28,11
1044,-1001799932457,21,2022-12-02,13
1045,-1001799932457,21,2022-12-04,15
1046,-1001799932457,19,2022-12-05,14
1047,-1001799932457,20,2022-12-23,15
1048,-1001799932457,22,2022-12-24,18
1049,-1001799932457,19,2022-12-26,14
1050,-1001799932457,22,2022-12-28,14
1051,-1001799932457,20,2023-01-02,14
1052,-1001800313140,24,2022-11-01,7
1053,-1001800313140,14,2022-11-03,8
1054,-1001807791020,24,2022-10-22,3
1055,-1001810497978,23,2022-12-02,8
1056,-1001810497978,22,2022-12-04,8
1057,-1001810497978,23,2022-12-06,9
1058,-1001810497978,21,2022-12-15,7
1059,-1001810497978,19,2022-12-20,9
1060,-1001810497978,24,2022-12-27,9
1061,-1001810497978,23,2022-12-28,11
1062,-1001810497978,23,2022-12-29,10
1063,-1001810497978,23,2022-12-30,14
1064,-1001810497978,22,2023-01-04,15
1065,-1001810497978,19,2023-01-06,9
1066,-1001810497978,24,2023-01-15,7
1067,-1001829563003,6,2022-10-03,3
1068,-1001844348726,1,2023-01-15,2
1069,-1001847598610,24,2022-11-04,12
1070,-1001847598610,23,2022-11-06,13
1071,-1001847598610,22,2022-11-07,12
1072,-1001852275483,17,2022-12-09,7
1073,-1001866961699,18,2022-12-15,3
1074,-1001866961699,21,2022-12-18,10
1075,-1001871770426,21,2022-11-09,16
1076,-1001871770426,23,2022-11-26,13
1077,-1001871770426,24,2022-12-01,13
1078,-1001871770426,14,2022-12-03,10
1079,-1001871770426,21,2022-12-04,14
1080,-1001879999641,22,2022-11-30,15
1081,-1001879999641,23,2023-01-04,8
1082,-1001890302683,21,2022-10-07,9
1083,-1001890302683,23,2023-01-10,10
1084,-1001891206077,9,2022-11-04,0
1085,-1001891206077,7,2022-11-05,0
