"message_id","message","message_utc","from_id","date","time"
"803667","Assista a ""RECADO DO PRESIDENTE - URGENTE"" no YouTube
https://youtu.be/9GLekDXbAMY","2022-11-13 06:39:05","5518601515","2022-11-13","06:39:05"
"803004","HAHAHAHAHAHAH","2022-11-13 03:19:25","910616037","2022-11-13","03:19:25"
"803037","Com certeza","2022-11-13 03:24:27","910616037","2022-11-13","03:24:27"
"803264","Tu mora aonde","2022-11-13 04:04:48","641245846","2022-11-13","04:04:48"
"804384","TIC","2022-11-13 16:50:10","1568884394","2022-11-13","16:50:10"
"802678","Parece que amanhã e terça é pra chegar invadindo o congresso e o STF","2022-11-13 00:44:46","1191924334","2022-11-13","00:44:46"
"802611","Assista a ""Forças armadas nas ruas vai dar bom"" no YouTube
https://youtu.be/NBadR6q9i5E","2022-11-13 00:00:35","1415029064","2022-11-13","00:00:35"
"802613","🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣","2022-11-13 00:05:09","5333870469","2022-11-13","00:05:09"
"802615","It's The End Of The World As We Know It (And I Feel Fine)","2022-11-13 00:07:46","5333870469","2022-11-13","00:07:46"
"802779","Entt continuem chorando","2022-11-13 01:09:20","5101931948","2022-11-13","01:09:20"
"802617","Peida n xerequinha!","2022-11-13 00:08:50","5101931948","2022-11-13","00:08:50"
"802618","This community was blocked in Brazil following a decision of the Superior Electoral Court (TSE).","2022-11-13 00:09:15","809131641","2022-11-13","00:09:15"
"802621","Assista a ""AO VIVO - BRASIL PODCAST (DIRETO DO QG BRASÍLIA)"" no YouTube
https://youtu.be/-Tr92uMdOFM","2022-11-13 00:11:31","1736378855","2022-11-13","00:11:31"
"802623","https://youtube.com/watch?v=Bq6zN0_FOaI&feature=share","2022-11-13 00:12:39","1480836059","2022-11-13","00:12:39"
"802624","Assista a ""Análise de Cenário - O BRASIL e as FFAA numa encruzilhada Histórica"" no YouTube
https://youtu.be/W5eOsW5q2bU","2022-11-13 00:13:12","1736378855","2022-11-13","00:13:12"
"802625","🚨 *PESSOAL* 🚨 * Está circulando vídeo do TRAIDOR JACKSON VILAR  CONDUZINDO O POVO PARA ARMADILHA DE INVADIR O CONGRESSO. ..O JACKSON VILAR É UM DOS TRAIDORES QUE ESTA ORGANIZANDO CARAVANAS PARA FAZER UM NOVO CAPITÓLIO! ALERTEM QUEM ESTÁ EM BRASÍLIA CONTRA ESTE TRAIDOR, QUE ESTÁ ENGANANDO O POVO!. ALERTEM BRASILIA E TODOS OS GRUPOS!","2022-11-13 00:16:01","1835062427","2022-11-13","00:16:01"
"802626","Assista a ""AO VIVO - BRASIL PODCAST (DIRETO DO QG BRASÍLIA)"" no YouTube
https://youtu.be/-Tr92uMdOFM","2022-11-13 00:16:33","996650487","2022-11-13","00:16:33"
"802627","Bora repassar pra deixar ele conhecido..
😡😡😡
Se você vir esse lixo na frente dos quartéis, saiba que ele está filmando carros e a função é localizar líderes para repassar para o PT Nacional.😠👆👆👆","2022-11-13 00:16:42","1835062427","2022-11-13","00:16:42"
"802629","https://www.youtube.com/watch?v=LeuVO6dbW-Q","2022-11-13 00:17:01","1480836059","2022-11-13","00:17:01"
"802630","Não vá ao congresso no dia 15!","2022-11-13 00:17:37","1835062427","2022-11-13","00:17:37"
"802631","Vídeo de Angela M.","2022-11-13 00:18:53","5216265664","2022-11-13","00:18:53"
