"message_id","message","message_utc","from_id","date","time"
"45659","Me fala então!! O Ciro Gomes não fala palavrão? O cachaceiro ladrão não fala palavrão? Bolsonaro desabafa da perseguição!! Seleciona e compartilha.","2022-09-26 03:37:19","1091162898","2022-09-26","03:37:19"
"45660","https://youtu.be/YinhePcsfOI","2022-09-26 04:17:52","1159291188","2022-09-26","04:17:52"
"45661","Nova eleiçao para senador? Sera?","2022-09-26 04:21:29","1159291188","2022-09-26","04:21:29"
"45662","https://twitter.com/BlogdoNoblat/status/1574198484017844227?t=uLYBYqBvom2RxrFtpTvZ4g&s=35","2022-09-26 06:30:17","1150506605","2022-09-26","06:30:17"
"45663","""Este é o número do SAP do mau.
Só confiar no número do mamateiro da globo. 
😂😂😂😂😂 O dinheiro é nosso mesmo, do fundão eleitoral. 

Como disse o ladrão cachaceiro: pega o dinheiro e dá uma banana pra globolixo"".  Esquerda nunca mais. PT NUNCA MAIS. Seleciona e compartilha","2022-09-26 12:32:43","1091162898","2022-09-26","12:32:43"
"45664","https://youtu.be/sK8k7rGMdj0","2022-09-26 12:53:11","628866889","2022-09-26","12:53:11"
"45665","""Ninguém com juízo perfeito tem coragem de levar um ladrão pra sua casa sabendo que ele vai lhe roubar!! O 🇧🇷 Brasil é nossa casa. Esquerda nunca mais. PT NUNCA MAIS"". Seleciona e compartilha.","2022-09-26 13:00:23","1091162898","2022-09-26","13:00:23"
"45666","https://youtu.be/X0FsgMTngag","2022-09-26 13:50:24","1030493891","2022-09-26","13:50:24"
"45667","""De um lado você tem dois militares honestos sem nenhuma acusação de corrupção.  Do outro lado você tem dois ladrão. Qual deles você convidaria para entrar na sua casa?? O 🇧🇷 Brasil é a nossa casa"". Seleciona e compartilha.","2022-09-26 13:57:32","1091162898","2022-09-26","13:57:32"
"45668","Discurso de Lula sobre os cristãos para que eles então que ainda acha que bolsonaro não serve veja o que o Lula pensa de você enquanto cristão","2022-09-26 13:57:40","628866889","2022-09-26","13:57:40"
"45672","⚡️O Ministro da Educação Russo informou que o atirador que abriu fogo na escola de Izhevsk foi registrado com diagnóstico de esquizofrenia.

Siga a @sputnikbrasil no Telegram e tenha acesso a temas não abordados pela grande mídia brasileira","2022-09-26 15:22:46","1030493891","2022-09-26","15:22:46"
"45673","Aqui na minha cidade nos açougues tem é fila pra comprar carne. 

Picanha só quando quero fazer churrasco. 

Mas é porque eu trabalho, não é esmola de mentiroso. 😂😂 Seleciona e compartilha","2022-09-26 15:47:09","1091162898","2022-09-26","15:47:09"
"45674","SANGRANDO PELO MEU PAÍS!! Ano (22) Ano da Vitória. 🇧🇷 Brasil livre dos traidores comunista. Seleciona e compartilha.","2022-09-26 17:21:59","1091162898","2022-09-26","17:21:59"
"45675","https://vm.tiktok.com/ZMF8Ladpf/","2022-09-26 18:00:23","1159291188","2022-09-26","18:00:23"
"45676","O problema e que ROMARIO E lixo dificil de engolir. Dizem que o povo nao sabe votar mas os partidos escolhem trastes para nos escolhermos entre o ruim e o pior!fazer o que!?","2022-09-26 18:13:40","1159291188","2022-09-26","18:13:40"
"45679","Vídeo de Dalva Silva","2022-09-26 20:00:07","698528433","2022-09-26","20:00:07"
"45680","APOLOGIA AO CRIME E NESSE BRASILECO ISSO PASSA BATIDO, VISTAS GROSSAS DA PARTE DOS QUE TERIAM A OBRIGAÇÃO DE DEFESA. ISSO DAÍ NÃO É LIBERDADE DE EXPRESSÃO, É CRIME CONTRA O BRASIL! Confira: https://twitter.com/Doprimido2/status/1574375470451269636","2022-09-26 20:08:17","1159291188","2022-09-26","20:08:17"
"45681","https://youtu.be/X0FsgMTngag

""A CARA DO MENTIROSO NÃO NEGA. 
A nova farça da ✂️ tesoura mostra quem é Ciro Gomes. 😳 Estamos de olho. 
Nunca me enganou este fanfarrão dos caminhão pipa!! 🤔. (12 não) 
Não voto nos partidos do Foro de São Paulo"". Compartilha","2022-09-26 20:35:15","1091162898","2022-09-26","20:35:15"
"45682","Ensino público nivelado aos colégios militares. Essa será a maior conquista do povo brasileiro, o tão sonhado igualitarismo, a igualdade de oportunidades, o filho do ajudante de pedreiro com as mesmas chances do filho do general, só dependendo do esforço e mérito de cada um. E isso só conseguiremos com Bolsonaro seguindo na presidência e governadores, senadores e deputados alinhados com Bolsonaro.","2022-09-26 22:43:47","1119757835","2022-09-26","22:43:47"
"45683","https://twitter.com/jornaldarecord/status/1574530229846134799?t=Ctwpz2JPP6v7vk1sMdYDsA&s=35","2022-09-26 22:47:58","1150506605","2022-09-26","22:47:58"
"45684","Foto de MRossetto@2022","2022-09-26 22:48:57","1119757835","2022-09-26","22:48:57"
"45685","https://youtu.be/ag8aAby9Fzg","2022-09-26 23:00:01","1119757835","2022-09-26","23:00:01"
"45686","https://youtu.be/rYq14G5HkVA","2022-09-26 23:26:33","1030493891","2022-09-26","23:26:33"
