"message_id","message","message_utc","from_id","date","time"
"3428","🔥| GRAVÍSSIMO: Ajude outras pessoas terem noção do PERIGO com este vídeo.
#repasse #compartilhe","2022-10-06 13:23:18","293309946.0","2022-10-06","13:23:18"
